district,season,season_start,oor_doy,data_source,oor_date_approx,oor_month,oor_month_name,decade,region
Nkhotakota,2019/20,2019,353.1,synthetic,2000-12-18,12.0,December,2010s,Central
Nkhotakota,2020/21,2020,324.3,synthetic,2000-11-19,11.0,November,2020s,Central
Nkhotakota,2021/22,2021,335.5,synthetic,2000-11-30,11.0,November,2020s,Central
Nkhotakota,2022/23,2022,338.0,synthetic,2000-12-03,12.0,December,2020s,Central
Nkhotakota,2023/24,2023,359.4,synthetic,2000-12-24,12.0,December,2020s,Central
Nsanje,1990/91,1990,307.7,synthetic,2000-11-02,11.0,November,1990s,Southern
Nsanje,1991/92,1991,327.4,synthetic,2000-11-22,11.0,November,1990s,Southern
Nsanje,1992/93,1992,322.8,synthetic,2000-11-17,11.0,November,1990s,Southern
Nsanje,1993/94,1993,322.7,synthetic,2000-11-17,11.0,November,1990s,Southern
Nsanje,1994/95,1994,318.5,synthetic,2000-11-13,11.0,November,1990s,Southern
Nsanje,1995/96,1995,310.6,synthetic,2000-11-05,11.0,November,1990s,Southern
Nsanje,1996/97,1996,309.8,synthetic,2000-11-04,11.0,November,1990s,Southern
Nsanje,1997/98,1997,336.0,synthetic,2000-12-01,12.0,December,1990s,Southern
Nsanje,1998/99,1998,312.5,synthetic,2000-11-07,11.0,November,1990s,Southern
Nsanje,1999/00,1999,313.5,synthetic,2000-11-08,11.0,November,1990s,Southern
Nsanje,2000/01,2000,315.0,synthetic,2000-11-10,11.0,November,2000s,Southern
Nsanje,2001/02,2001,326.5,synthetic,2000-11-21,11.0,November,2000s,Southern
Nsanje,2002/03,2002,329.9,synthetic,2000-11-24,11.0,November,2000s,Southern
Nsanje,2003/04,2003,334.0,synthetic,2000-11-29,11.0,November,2000s,Southern
Nsanje,2004/05,2004,331.1,synthetic,2000-11-26,11.0,November,2000s,Southern
Nsanje,2005/06,2005,326.2,synthetic,2000-11-21,11.0,November,2000s,Southern
Nsanje,2006/07,2006,324.6,synthetic,2000-11-19,11.0,November,2000s,Southern
Nsanje,2007/08,2007,324.7,synthetic,2000-11-19,11.0,November,2000s,Southern
Nsanje,2008/09,2008,316.7,synthetic,2000-11-11,11.0,November,2000s,Southern
Nsanje,2009/10,2009,,synthetic,,,,2000s,Southern
Nsanje,2010/11,2010,313.1,synthetic,2000-11-08,11.0,November,2010s,Southern
Nsanje,2011/12,2011,317.9,synthetic,2000-11-12,11.0,November,2010s,Southern
Nsanje,2012/13,2012,,synthetic,,,,2010s,Southern
Nsanje,2013/14,2013,328.7,synthetic,2000-11-23,11.0,November,2010s,Southern
Nsanje,2014/15,2014,327.0,synthetic,2000-11-22,11.0,November,2010s,Southern
Nsanje,2015/16,2015,329.9,synthetic,2000-11-24,11.0,November,2010s,Southern
Nsanje,2016/17,2016,332.5,synthetic,2000-11-27,11.0,November,2010s,Southern
Nsanje,2017/18,2017,334.6,synthetic,2000-11-29,11.0,November,2010s,Southern
Nsanje,2018/19,2018,,synthetic,,,,2010s,Southern
Nsanje,2019/20,2019,326.6,synthetic,2000-11-21,11.0,November,2010s,Southern
Nsanje,2020/21,2020,314.5,synthetic,2000-11-09,11.0,November,2020s,Southern
Nsanje,2021/22,2021,325.3,synthetic,2000-11-20,11.0,November,2020s,Southern
Nsanje,2022/23,2022,341.4,synthetic,2000-12-06,12.0,December,2020s,Southern
Nsanje,2023/24,2023,334.6,synthetic,2000-11-29,11.0,November,2020s,Southern
Ntcheu,1990/91,1990,315.9,synthetic,2000-11-10,11.0,November,1990s,Central
Ntcheu,1991/92,1991,332.4,synthetic,2000-11-27,11.0,November,1990s,Central
Ntcheu,1992/93,1992,314.5,synthetic,2000-11-09,11.0,November,1990s,Central
Ntcheu,1993/94,1993,314.4,synthetic,2000-11-09,11.0,November,1990s,Central
Ntcheu,1994/95,1994,343.8,synthetic,2000-12-08,12.0,December,1990s,Central
Ntcheu,1995/96,1995,316.0,synthetic,2000-11-11,11.0,November,1990s,Central
Ntcheu,1996/97,1996,323.8,synthetic,2000-11-18,11.0,November,1990s,Central
Ntcheu,1997/98,1997,333.4,synthetic,2000-11-28,11.0,November,1990s,Central
Ntcheu,1998/99,1998,322.8,synthetic,2000-11-17,11.0,November,1990s,Central
Ntcheu,1999/00,1999,310.7,synthetic,2000-11-05,11.0,November,1990s,Central
Ntcheu,2000/01,2000,324.6,synthetic,2000-11-19,11.0,November,2000s,Central
Ntcheu,2001/02,2001,317.1,synthetic,2000-11-12,11.0,November,2000s,Central
Ntcheu,2002/03,2002,334.5,synthetic,2000-11-29,11.0,November,2000s,Central
Ntcheu,2003/04,2003,322.6,synthetic,2000-11-17,11.0,November,2000s,Central
Ntcheu,2004/05,2004,333.3,synthetic,2000-11-28,11.0,November,2000s,Central
Ntcheu,2005/06,2005,322.7,synthetic,2000-11-17,11.0,November,2000s,Central
Ntcheu,2006/07,2006,330.1,synthetic,2000-11-25,11.0,November,2000s,Central
Ntcheu,2007/08,2007,314.7,synthetic,2000-11-09,11.0,November,2000s,Central
Ntcheu,2008/09,2008,319.8,synthetic,2000-11-14,11.0,November,2000s,Central
Ntcheu,2009/10,2009,331.9,synthetic,2000-11-26,11.0,November,2000s,Central
Ntcheu,2010/11,2010,313.0,synthetic,2000-11-08,11.0,November,2010s,Central
Ntcheu,2011/12,2011,337.6,synthetic,2000-12-02,12.0,December,2010s,Central
Ntcheu,2012/13,2012,326.1,synthetic,2000-11-21,11.0,November,2010s,Central
Ntcheu,2013/14,2013,328.7,synthetic,2000-11-23,11.0,November,2010s,Central
Ntcheu,2014/15,2014,338.7,synthetic,2000-12-03,12.0,December,2010s,Central
Ntcheu,2015/16,2015,334.0,synthetic,2000-11-29,11.0,November,2010s,Central
Ntcheu,2016/17,2016,322.3,synthetic,2000-11-17,11.0,November,2010s,Central
Ntcheu,2017/18,2017,334.2,synthetic,2000-11-29,11.0,November,2010s,Central
Ntcheu,2018/19,2018,333.0,synthetic,2000-11-28,11.0,November,2010s,Central
Ntcheu,2019/20,2019,337.1,synthetic,2000-12-02,12.0,December,2010s,Central
Ntcheu,2020/21,2020,325.1,synthetic,2000-11-20,11.0,November,2020s,Central
Ntcheu,2021/22,2021,321.0,synthetic,2000-11-16,11.0,November,2020s,Central
Ntcheu,2022/23,2022,328.9,synthetic,2000-11-23,11.0,November,2020s,Central
Ntcheu,2023/24,2023,334.3,synthetic,2000-11-29,11.0,November,2020s,Central
Ntchisi,1990/91,1990,323.3,synthetic,2000-11-18,11.0,November,1990s,Central
Ntchisi,1991/92,1991,332.8,synthetic,2000-11-27,11.0,November,1990s,Central
Ntchisi,1992/93,1992,327.9,synthetic,2000-11-22,11.0,November,1990s,Central
Ntchisi,1993/94,1993,330.9,synthetic,2000-11-25,11.0,November,1990s,Central
Ntchisi,1994/95,1994,346.3,synthetic,2000-12-11,12.0,December,1990s,Central
Ntchisi,1995/96,1995,322.6,synthetic,2000-11-17,11.0,November,1990s,Central
Ntchisi,1996/97,1996,331.0,synthetic,2000-11-26,11.0,November,1990s,Central
Ntchisi,1997/98,1997,350.2,synthetic,2000-12-15,12.0,December,1990s,Central
Ntchisi,1998/99,1998,313.2,synthetic,2000-11-08,11.0,November,1990s,Central
Ntchisi,1999/00,1999,327.3,synthetic,2000-11-22,11.0,November,1990s,Central
Ntchisi,2000/01,2000,330.0,synthetic,2000-11-25,11.0,November,2000s,Central
Ntchisi,2001/02,2001,328.1,synthetic,2000-11-23,11.0,November,2000s,Central
Ntchisi,2002/03,2002,346.6,synthetic,2000-12-11,12.0,December,2000s,Central
Ntchisi,2003/04,2003,337.2,synthetic,2000-12-02,12.0,December,2000s,Central
Ntchisi,2004/05,2004,346.3,synthetic,2000-12-11,12.0,December,2000s,Central
Ntchisi,2005/06,2005,344.9,synthetic,2000-12-09,12.0,December,2000s,Central
Ntchisi,2006/07,2006,333.2,synthetic,2000-11-28,11.0,November,2000s,Central
Ntchisi,2007/08,2007,319.7,synthetic,2000-11-14,11.0,November,2000s,Central
Ntchisi,2008/09,2008,325.8,synthetic,2000-11-20,11.0,November,2000s,Central
Ntchisi,2009/10,2009,346.4,synthetic,2000-12-11,12.0,December,2000s,Central
Ntchisi,2010/11,2010,332.0,synthetic,2000-11-27,11.0,November,2010s,Central
Ntchisi,2011/12,2011,333.4,synthetic,2000-11-28,11.0,November,2010s,Central
Ntchisi,2012/13,2012,339.7,synthetic,2000-12-04,12.0,December,2010s,Central
Ntchisi,2013/14,2013,343.8,synthetic,2000-12-08,12.0,December,2010s,Central
Ntchisi,2014/15,2014,346.0,synthetic,2000-12-11,12.0,December,2010s,Central
Ntchisi,2015/16,2015,354.6,synthetic,2000-12-19,12.0,December,2010s,Central
Ntchisi,2016/17,2016,344.4,synthetic,2000-12-09,12.0,December,2010s,Central
Ntchisi,2017/18,2017,348.2,synthetic,2000-12-13,12.0,December,2010s,Central
Ntchisi,2018/19,2018,356.4,synthetic,2000-12-21,12.0,December,2010s,Central
Ntchisi,2019/20,2019,341.7,synthetic,2000-12-06,12.0,December,2010s,Central
Ntchisi,2020/21,2020,331.8,synthetic,2000-11-26,11.0,November,2020s,Central
Ntchisi,2021/22,2021,348.7,synthetic,2000-12-13,12.0,December,2020s,Central
Ntchisi,2022/23,2022,351.8,synthetic,2000-12-16,12.0,December,2020s,Central
Ntchisi,2023/24,2023,360.1,synthetic,2000-12-25,12.0,December,2020s,Central
Phalombe,1990/91,1990,305.6,synthetic,2000-10-31,10.0,October,1990s,Southern
Phalombe,1991/92,1991,328.1,synthetic,2000-11-23,11.0,November,1990s,Southern
Phalombe,1992/93,1992,308.3,synthetic,2000-11-03,11.0,November,1990s,Southern
Phalombe,1993/94,1993,300.6,synthetic,2000-10-26,10.0,October,1990s,Southern
Phalombe,1994/95,1994,311.8,synthetic,2000-11-06,11.0,November,1990s,Southern
Phalombe,1995/96,1995,299.4,synthetic,2000-10-25,10.0,October,1990s,Southern
Phalombe,1996/97,1996,321.6,synthetic,2000-11-16,11.0,November,1990s,Southern
Phalombe,1997/98,1997,324.5,synthetic,2000-11-19,11.0,November,1990s,Southern
Phalombe,1998/99,1998,307.1,synthetic,2000-11-02,11.0,November,1990s,Southern
Phalombe,1999/00,1999,308.4,synthetic,2000-11-03,11.0,November,1990s,Southern
Phalombe,2000/01,2000,290.3,synthetic,2000-10-16,10.0,October,2000s,Southern
Phalombe,2001/02,2001,299.5,synthetic,2000-10-25,10.0,October,2000s,Southern
Phalombe,2002/03,2002,326.5,synthetic,2000-11-21,11.0,November,2000s,Southern
Phalombe,2003/04,2003,312.2,synthetic,2000-11-07,11.0,November,2000s,Southern
Phalombe,2004/05,2004,338.7,synthetic,2000-12-03,12.0,December,2000s,Southern
Phalombe,2005/06,2005,312.7,synthetic,2000-11-07,11.0,November,2000s,Southern
Phalombe,2006/07,2006,314.2,synthetic,2000-11-09,11.0,November,2000s,Southern
Phalombe,2007/08,2007,301.8,synthetic,2000-10-27,10.0,October,2000s,Southern
Phalombe,2008/09,2008,316.2,synthetic,2000-11-11,11.0,November,2000s,Southern
Phalombe,2009/10,2009,338.5,synthetic,2000-12-03,12.0,December,2000s,Southern
Phalombe,2010/11,2010,314.3,synthetic,2000-11-09,11.0,November,2010s,Southern
Phalombe,2011/12,2011,320.0,synthetic,2000-11-15,11.0,November,2010s,Southern
Phalombe,2012/13,2012,310.4,synthetic,2000-11-05,11.0,November,2010s,Southern
Phalombe,2013/14,2013,313.2,synthetic,2000-11-08,11.0,November,2010s,Southern
Phalombe,2014/15,2014,319.1,synthetic,2000-11-14,11.0,November,2010s,Southern
Phalombe,2015/16,2015,334.7,synthetic,2000-11-29,11.0,November,2010s,Southern
Phalombe,2016/17,2016,314.9,synthetic,2000-11-09,11.0,November,2010s,Southern
Phalombe,2017/18,2017,327.4,synthetic,2000-11-22,11.0,November,2010s,Southern
Phalombe,2018/19,2018,328.4,synthetic,2000-11-23,11.0,November,2010s,Southern
Phalombe,2019/20,2019,323.6,synthetic,2000-11-18,11.0,November,2010s,Southern
Phalombe,2020/21,2020,319.5,synthetic,2000-11-14,11.0,November,2020s,Southern
Phalombe,2021/22,2021,325.9,synthetic,2000-11-20,11.0,November,2020s,Southern
Phalombe,2022/23,2022,328.2,synthetic,2000-11-23,11.0,November,2020s,Southern
Phalombe,2023/24,2023,336.5,synthetic,2000-12-01,12.0,December,2020s,Southern
Rumphi,1990/91,1990,344.2,synthetic,2000-12-09,12.0,December,1990s,Northern
Rumphi,1991/92,1991,,synthetic,,,,1990s,Northern
Rumphi,1992/93,1992,343.9,synthetic,2000-12-08,12.0,December,1990s,Northern
Rumphi,1993/94,1993,335.7,synthetic,2000-11-30,11.0,November,1990s,Northern
Rumphi,1994/95,1994,341.8,synthetic,2000-12-06,12.0,December,1990s,Northern
Rumphi,1995/96,1995,326.4,synthetic,2000-11-21,11.0,November,1990s,Northern
Rumphi,1996/97,1996,330.5,synthetic,2000-11-25,11.0,November,1990s,Northern
Rumphi,1997/98,1997,,synthetic,,,,1990s,Northern
Rumphi,1998/99,1998,330.5,synthetic,2000-11-25,11.0,November,1990s,Northern
Rumphi,1999/00,1999,330.9,synthetic,2000-11-25,11.0,November,1990s,Northern
Rumphi,2000/01,2000,330.3,synthetic,2000-11-25,11.0,November,2000s,Northern
Rumphi,2001/02,2001,339.0,synthetic,2000-12-04,12.0,December,2000s,Northern
Rumphi,2002/03,2002,,synthetic,,,,2000s,Northern
Rumphi,2003/04,2003,330.1,synthetic,2000-11-25,11.0,November,2000s,Northern
Rumphi,2004/05,2004,337.4,synthetic,2000-12-02,12.0,December,2000s,Northern
Rumphi,2005/06,2005,341.2,synthetic,2000-12-06,12.0,December,2000s,Northern
Rumphi,2006/07,2006,338.4,synthetic,2000-12-03,12.0,December,2000s,Northern
Rumphi,2007/08,2007,331.8,synthetic,2000-11-26,11.0,November,2000s,Northern
Rumphi,2008/09,2008,338.0,synthetic,2000-12-03,12.0,December,2000s,Northern
Rumphi,2009/10,2009,345.0,synthetic,2000-12-10,12.0,December,2000s,Northern
Rumphi,2010/11,2010,334.8,synthetic,2000-11-29,11.0,November,2010s,Northern
Rumphi,2011/12,2011,328.4,synthetic,2000-11-23,11.0,November,2010s,Northern
Rumphi,2012/13,2012,335.8,synthetic,2000-11-30,11.0,November,2010s,Northern
Rumphi,2013/14,2013,336.6,synthetic,2000-12-01,12.0,December,2010s,Northern
Rumphi,2014/15,2014,343.6,synthetic,2000-12-08,12.0,December,2010s,Northern
Rumphi,2015/16,2015,340.1,synthetic,2000-12-05,12.0,December,2010s,Northern
Rumphi,2016/17,2016,345.2,synthetic,2000-12-10,12.0,December,2010s,Northern
Rumphi,2017/18,2017,351.3,synthetic,2000-12-16,12.0,December,2010s,Northern
Rumphi,2018/19,2018,342.3,synthetic,2000-12-07,12.0,December,2010s,Northern
Rumphi,2019/20,2019,343.3,synthetic,2000-12-08,12.0,December,2010s,Northern
Rumphi,2020/21,2020,337.5,synthetic,2000-12-02,12.0,December,2020s,Northern
Rumphi,2021/22,2021,348.7,synthetic,2000-12-13,12.0,December,2020s,Northern
Rumphi,2022/23,2022,341.2,synthetic,2000-12-06,12.0,December,2020s,Northern
Rumphi,2023/24,2023,343.7,synthetic,2000-12-08,12.0,December,2020s,Northern
Salima,1990/91,1990,313.3,synthetic,2000-11-08,11.0,November,1990s,Central
Salima,1991/92,1991,331.3,synthetic,2000-11-26,11.0,November,1990s,Central
Salima,1992/93,1992,322.1,synthetic,2000-11-17,11.0,November,1990s,Central
Salima,1993/94,1993,323.5,synthetic,2000-11-18,11.0,November,1990s,Central
Salima,1994/95,1994,329.6,synthetic,2000-11-24,11.0,November,1990s,Central
Salima,1995/96,1995,,synthetic,,,,1990s,Central
Salima,1996/97,1996,321.9,synthetic,2000-11-16,11.0,November,1990s,Central
Salima,1997/98,1997,334.6,synthetic,2000-11-29,11.0,November,1990s,Central
Salima,1998/99,1998,,synthetic,,,,1990s,Central
Salima,1999/00,1999,319.4,synthetic,2000-11-14,11.0,November,1990s,Central
Salima,2000/01,2000,323.5,synthetic,2000-11-18,11.0,November,2000s,Central
Salima,2001/02,2001,324.3,synthetic,2000-11-19,11.0,November,2000s,Central
Salima,2002/03,2002,344.3,synthetic,2000-12-09,12.0,December,2000s,Central
Salima,2003/04,2003,334.2,synthetic,2000-11-29,11.0,November,2000s,Central
Salima,2004/05,2004,347.3,synthetic,2000-12-12,12.0,December,2000s,Central
Salima,2005/06,2005,319.5,synthetic,2000-11-14,11.0,November,2000s,Central
Salima,2006/07,2006,332.4,synthetic,2000-11-27,11.0,November,2000s,Central
Salima,2007/08,2007,330.7,synthetic,2000-11-25,11.0,November,2000s,Central
Salima,2008/09,2008,328.9,synthetic,2000-11-23,11.0,November,2000s,Central
Salima,2009/10,2009,340.5,synthetic,2000-12-05,12.0,December,2000s,Central
Salima,2010/11,2010,329.0,synthetic,2000-11-24,11.0,November,2010s,Central
Salima,2011/12,2011,328.5,synthetic,2000-11-23,11.0,November,2010s,Central
Salima,2012/13,2012,334.6,synthetic,2000-11-29,11.0,November,2010s,Central
Salima,2013/14,2013,336.1,synthetic,2000-12-01,12.0,December,2010s,Central
Salima,2014/15,2014,338.7,synthetic,2000-12-03,12.0,December,2010s,Central
Salima,2015/16,2015,345.1,synthetic,2000-12-10,12.0,December,2010s,Central
Salima,2016/17,2016,337.6,synthetic,2000-12-02,12.0,December,2010s,Central
Salima,2017/18,2017,333.9,synthetic,2000-11-28,11.0,November,2010s,Central
Salima,2018/19,2018,350.6,synthetic,2000-12-15,12.0,December,2010s,Central
Salima,2019/20,2019,335.9,synthetic,2000-11-30,11.0,November,2010s,Central
Salima,2020/21,2020,332.5,synthetic,2000-11-27,11.0,November,2020s,Central
Salima,2021/22,2021,332.4,synthetic,2000-11-27,11.0,November,2020s,Central
Salima,2022/23,2022,339.2,synthetic,2000-12-04,12.0,December,2020s,Central
Salima,2023/24,2023,348.8,synthetic,2000-12-13,12.0,December,2020s,Central
Thyolo,1990/91,1990,305.3,synthetic,2000-10-31,10.0,October,1990s,Southern
Thyolo,1991/92,1991,317.6,synthetic,2000-11-12,11.0,November,1990s,Southern
Thyolo,1992/93,1992,315.8,synthetic,2000-11-10,11.0,November,1990s,Southern
Thyolo,1993/94,1993,305.2,synthetic,2000-10-31,10.0,October,1990s,Southern
Thyolo,1994/95,1994,320.6,synthetic,2000-11-15,11.0,November,1990s,Southern
Thyolo,1995/96,1995,302.7,synthetic,2000-10-28,10.0,October,1990s,Southern
Thyolo,1996/97,1996,306.7,synthetic,2000-11-01,11.0,November,1990s,Southern
Thyolo,1997/98,1997,329.5,synthetic,2000-11-24,11.0,November,1990s,Southern
Thyolo,1998/99,1998,316.8,synthetic,2000-11-11,11.0,November,1990s,Southern
Thyolo,1999/00,1999,305.1,synthetic,2000-10-31,10.0,October,1990s,Southern
Thyolo,2000/01,2000,299.3,synthetic,2000-10-25,10.0,October,2000s,Southern
Thyolo,2001/02,2001,306.2,synthetic,2000-11-01,11.0,November,2000s,Southern
Thyolo,2002/03,2002,323.9,synthetic,2000-11-18,11.0,November,2000s,Southern
Thyolo,2003/04,2003,317.6,synthetic,2000-11-12,11.0,November,2000s,Southern
Thyolo,2004/05,2004,323.7,synthetic,2000-11-18,11.0,November,2000s,Southern
Thyolo,2005/06,2005,308.4,synthetic,2000-11-03,11.0,November,2000s,Southern
Thyolo,2006/07,2006,314.8,synthetic,2000-11-09,11.0,November,2000s,Southern
Thyolo,2007/08,2007,319.2,synthetic,2000-11-14,11.0,November,2000s,Southern
Thyolo,2008/09,2008,319.5,synthetic,2000-11-14,11.0,November,2000s,Southern
Thyolo,2009/10,2009,323.9,synthetic,2000-11-18,11.0,November,2000s,Southern
Thyolo,2010/11,2010,305.9,synthetic,2000-10-31,10.0,October,2010s,Southern
Thyolo,2011/12,2011,303.7,synthetic,2000-10-29,10.0,October,2010s,Southern
Thyolo,2012/13,2012,315.0,synthetic,2000-11-10,11.0,November,2010s,Southern
Thyolo,2013/14,2013,319.9,synthetic,2000-11-14,11.0,November,2010s,Southern
Thyolo,2014/15,2014,314.7,synthetic,2000-11-09,11.0,November,2010s,Southern
Thyolo,2015/16,2015,332.5,synthetic,2000-11-27,11.0,November,2010s,Southern
Thyolo,2016/17,2016,321.7,synthetic,2000-11-16,11.0,November,2010s,Southern
Thyolo,2017/18,2017,324.9,synthetic,2000-11-19,11.0,November,2010s,Southern
Thyolo,2018/19,2018,327.6,synthetic,2000-11-22,11.0,November,2010s,Southern
Thyolo,2019/20,2019,317.1,synthetic,2000-11-12,11.0,November,2010s,Southern
Thyolo,2020/21,2020,314.5,synthetic,2000-11-09,11.0,November,2020s,Southern
Thyolo,2021/22,2021,308.6,synthetic,2000-11-03,11.0,November,2020s,Southern
Thyolo,2022/23,2022,319.7,synthetic,2000-11-14,11.0,November,2020s,Southern
Thyolo,2023/24,2023,338.6,synthetic,2000-12-03,12.0,December,2020s,Southern
Zomba,1990/91,1990,307.5,synthetic,2000-11-02,11.0,November,1990s,Southern
Zomba,1991/92,1991,320.2,synthetic,2000-11-15,11.0,November,1990s,Southern
Zomba,1992/93,1992,314.6,synthetic,2000-11-09,11.0,November,1990s,Southern
Zomba,1993/94,1993,309.8,synthetic,2000-11-04,11.0,November,1990s,Southern
Zomba,1994/95,1994,324.6,synthetic,2000-11-19,11.0,November,1990s,Southern
Zomba,1995/96,1995,,synthetic,,,,1990s,Southern
Zomba,1996/97,1996,307.0,synthetic,2000-11-02,11.0,November,1990s,Southern
Zomba,1997/98,1997,328.9,synthetic,2000-11-23,11.0,November,1990s,Southern
Zomba,1998/99,1998,316.6,synthetic,2000-11-11,11.0,November,1990s,Southern
Zomba,1999/00,1999,303.6,synthetic,2000-10-29,10.0,October,1990s,Southern
Zomba,2000/01,2000,317.6,synthetic,2000-11-12,11.0,November,2000s,Southern
Zomba,2001/02,2001,304.2,synthetic,2000-10-30,10.0,October,2000s,Southern
Zomba,2002/03,2002,326.2,synthetic,2000-11-21,11.0,November,2000s,Southern
Zomba,2003/04,2003,324.1,synthetic,2000-11-19,11.0,November,2000s,Southern
Zomba,2004/05,2004,320.5,synthetic,2000-11-15,11.0,November,2000s,Southern
Zomba,2005/06,2005,322.6,synthetic,2000-11-17,11.0,November,2000s,Southern
Zomba,2006/07,2006,324.3,synthetic,2000-11-19,11.0,November,2000s,Southern
Zomba,2007/08,2007,294.4,synthetic,2000-10-20,10.0,October,2000s,Southern
Zomba,2008/09,2008,332.7,synthetic,2000-11-27,11.0,November,2000s,Southern
Zomba,2009/10,2009,338.7,synthetic,2000-12-03,12.0,December,2000s,Southern
Zomba,2010/11,2010,319.7,synthetic,2000-11-14,11.0,November,2010s,Southern
Zomba,2011/12,2011,321.6,synthetic,2000-11-16,11.0,November,2010s,Southern
Zomba,2012/13,2012,328.8,synthetic,2000-11-23,11.0,November,2010s,Southern
Zomba,2013/14,2013,326.1,synthetic,2000-11-21,11.0,November,2010s,Southern
Zomba,2014/15,2014,331.1,synthetic,2000-11-26,11.0,November,2010s,Southern
Zomba,2015/16,2015,341.3,synthetic,2000-12-06,12.0,December,2010s,Southern
Zomba,2016/17,2016,320.2,synthetic,2000-11-15,11.0,November,2010s,Southern
Zomba,2017/18,2017,323.2,synthetic,2000-11-18,11.0,November,2010s,Southern
Zomba,2018/19,2018,321.6,synthetic,2000-11-16,11.0,November,2010s,Southern
Zomba,2019/20,2019,328.1,synthetic,2000-11-23,11.0,November,2010s,Southern
Zomba,2020/21,2020,319.8,synthetic,2000-11-14,11.0,November,2020s,Southern
Zomba,2021/22,2021,322.7,synthetic,2000-11-17,11.0,November,2020s,Southern
Zomba,2022/23,2022,335.3,synthetic,2000-11-30,11.0,November,2020s,Southern
Zomba,2023/24,2023,340.7,synthetic,2000-12-05,12.0,December,2020s,Southern
Likoma,1990/91,1990,338.4,synthetic,2000-12-03,12.0,December,1990s,Northern
Likoma,1991/92,1991,342.1,synthetic,2000-12-07,12.0,December,1990s,Northern
Likoma,1992/93,1992,325.9,synthetic,2000-11-20,11.0,November,1990s,Northern
Likoma,1993/94,1993,329.3,synthetic,2000-11-24,11.0,November,1990s,Northern
Likoma,1994/95,1994,338.1,synthetic,2000-12-03,12.0,December,1990s,Northern
Likoma,1995/96,1995,313.7,synthetic,2000-11-08,11.0,November,1990s,Northern
Likoma,1996/97,1996,327.3,synthetic,2000-11-22,11.0,November,1990s,Northern
Likoma,1997/98,1997,356.3,synthetic,2000-12-21,12.0,December,1990s,Northern
Likoma,1998/99,1998,328.6,synthetic,2000-11-23,11.0,November,1990s,Northern
Likoma,1999/00,1999,,synthetic,,,,1990s,Northern
Likoma,2000/01,2000,317.4,synthetic,2000-11-12,11.0,November,2000s,Northern
Likoma,2001/02,2001,325.4,synthetic,2000-11-20,11.0,November,2000s,Northern
Likoma,2002/03,2002,343.8,synthetic,2000-12-08,12.0,December,2000s,Northern
Likoma,2003/04,2003,330.1,synthetic,2000-11-25,11.0,November,2000s,Northern
Likoma,2004/05,2004,329.9,synthetic,2000-11-24,11.0,November,2000s,Northern
Likoma,2005/06,2005,333.1,synthetic,2000-11-28,11.0,November,2000s,Northern
Likoma,2006/07,2006,341.0,synthetic,2000-12-06,12.0,December,2000s,Northern
Likoma,2007/08,2007,326.7,synthetic,2000-11-21,11.0,November,2000s,Northern
Likoma,2008/09,2008,347.6,synthetic,2000-12-12,12.0,December,2000s,Northern
Likoma,2009/10,2009,337.6,synthetic,2000-12-02,12.0,December,2000s,Northern
Likoma,2010/11,2010,323.1,synthetic,2000-11-18,11.0,November,2010s,Northern
Likoma,2011/12,2011,338.5,synthetic,2000-12-03,12.0,December,2010s,Northern
Likoma,2012/13,2012,319.4,synthetic,2000-11-14,11.0,November,2010s,Northern
Likoma,2013/14,2013,330.2,synthetic,2000-11-25,11.0,November,2010s,Northern
Likoma,2014/15,2014,334.3,synthetic,2000-11-29,11.0,November,2010s,Northern
Likoma,2015/16,2015,337.5,synthetic,2000-12-02,12.0,December,2010s,Northern
Likoma,2016/17,2016,339.7,synthetic,2000-12-04,12.0,December,2010s,Northern
Likoma,2017/18,2017,326.4,synthetic,2000-11-21,11.0,November,2010s,Northern
Likoma,2018/19,2018,345.1,synthetic,2000-12-10,12.0,December,2010s,Northern
Likoma,2019/20,2019,341.1,synthetic,2000-12-06,12.0,December,2010s,Northern
Likoma,2020/21,2020,325.7,synthetic,2000-11-20,11.0,November,2020s,Northern
Likoma,2021/22,2021,326.9,synthetic,2000-11-21,11.0,November,2020s,Northern
Likoma,2022/23,2022,341.6,synthetic,2000-12-06,12.0,December,2020s,Northern
Likoma,2023/24,2023,351.7,synthetic,2000-12-16,12.0,December,2020s,Northern
